"listing_heading","listing_price","İlan no","Son Güncelleme Tarihi","Konut Tipi","Oda + Salon Sayısı","Brüt / Net M2","Bulunduğu Kat","Bina Yaşı","Isınma Tipi","Kat Sayısı","Eşya Durumu","Banyo Sayısı","Yapı Tipi","Yapının Durumu","Kullanım Durumu","Tapu Durumu","Aidat","Cephe","Depozito","Yakıt Tipi","Ada No","Parsel No","Yetkili Ofis","Krediye Uygunluk","Site İçerisinde","Takas",""
"MARKA'DAN HASANAĞA PARK YAKINI 2+0 D.GAZLI EŞYASIZ KİRALIK DAİRE","12.500 TL","71024-1050","19-10-2024","Daire","2 + 0","75 m2","Giriş Katı","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"BUCA KAFELER SOKAĞI YANI 3+1 D.GAZLI 4 CEPHE AÇIK 3 BALKONLU KİRALIK DAİRE","20.000 TL","111716-1013","19-10-2024","Daire","3 + 1","135 m2","4. Kat","19 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","","Boş","Kat İrtifakı","","Güney, Doğu, Batı","22.000 TL","Doğalgaz","","","","","","",""
"GÜNEŞ'TEN ŞİRİNYER İZBAN 10DK 3+1 130M Y. GİRİŞ BALKON 3 TUVALET ÖNÜ AÇIK","23.000 TL","130324-751","19-10-2024","Daire","3 + 1","130 m2","Yüksek Giriş","15 Yaşında","Kombi","4 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","","50 TL","Doğu, Batı","23.000 TL","Doğalgaz","","","","","","",""
"ÇAMLIKULE MH. MERKEZİ KONUMDA // 2+1 // D.Gazlı ARAKAT KİRALIK","16.500 TL","104457-10","18-10-2024","Daire","2 + 1","130 m2","3. Kat","16 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","","Kuzey, Güney","16.500 TL","","","","","","","",""
"PARİSADAN SİTE İÇİNDE EŞYALI DGAZLI KLİMALI 3+1 KİRALIK DAİRE","21.000 TL","143816-16","17-10-2024","Daire","3 + 1","125 m2","7. Kat","16 Yaşında","Kombi","7 Katlı","Eşyalı","1","","","Boş","Kat Mülkiyeti","300 TL","Kuzey, Güney, Doğu, Batı","","","","","","","","",""
"SAFİR'den Hasanağa Yakını Eşyalı Bahçeli Kiralık 1+1 Daire","15.000 TL","109159-290","14-10-2024","Daire","1 + 1","50 m2","Giriş Katı","4 Yaşında","Klima","2 Katlı","Eşyalı","1","","","Boş","Hisseli Tapu","","Güney","","","","","","Uygun değil","","",""
"BUCA ATATÜRK MH.DE BELLA HOME SİTESİ 1+1 KİRALIK DAİRE","19.000 TL","142478-87","14-10-2024","Daire","1 + 1","55 m2","5. Kat","5 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı","1","","","Boş","","1.1 TL","Doğu","","","","","","Uygun değil","Bella Home","",""
"AKTİFLER'den Buca Adatepe'de 1+1 Eşyalı Kiralık Yeni Daire","16.000 TL","21865-5164","18-10-2024","Daire","1 + 1","55 m2","2. Kat","6 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Belirtilmemiş","Kat İrtifakı","","","16.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Belediye Kafeler Bölgesinde Sıfır Eşyalı Merkezi Isıtmalı 1+1 Kiralık Daire ESNAFOĞLU'ndan...","20.000 TL","67273-3992","18-10-2024","Daire","1 + 1","60 m2","1. Kat","Sıfır Bina","Merkezi","5 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","Kat İrtifakı","500 TL","","20.000 TL","Doğalgaz","","","Evet","","","",""
"KİRALIK EŞYALI ŞİRİNYER VERGİ DAİRESİ ECEVİT PARKI BİTİŞİĞİ 880/4 SOK NO 6 DAİRE 5","18.000 TL","66676-134","19-10-2024","Daire","1 + 1","110 m2","4. Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","125 TL","Güney, Doğu","45.000 TL","Doğalgaz","","","Evet","","","",""
"1+1 EŞYALI KİRALIK 9 EYLÜL VE KADIN DOĞUMA YÜRÜME MESAFESİNDE","15.500 TL","83315-75","19-10-2024","Daire","1 + 1","55 m2","Kot 2","15 Yaşında","Merkezi","6 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","","","21.000 TL","Doğalgaz","","","","","","",""
"ÜNİVERSİTE YAKINI 1+0 EŞYALI D.GAZLI MERKEZİ KONUMDA KİRALIK LÜKS DAİRELER","13.000 TL","111716-1034","19-10-2024","Daire","1 + 0","40 m2","2. Kat","Sıfır Bina","Kombi","2 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","","Güney, Doğu, Batı","13.500 TL","Doğalgaz","","","","","","",""
"VALİ RAHMİ BEY MAHALLESİNDE GENİŞ 2+1 FULL EŞYALI KİRALIK DAİRE","24.000 TL","143815-155","14-10-2024","Daire","2 + 1","120 m2","2. Kat","31 Yaşında","Kombi","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Kuzey, Güney, Batı","25.000 TL","Doğalgaz","","","Evet","","","",""
"ADATEPEDE EŞYALİ-BAHÇELİ 1+1 KİRALİK DAİRE","16.000 TL","146020-66","19-10-2024","Daire","1 + 1","60 m2","1. Kat","12 Yaşında","Kombi","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","","Kuzey, Güney","17.000 TL","Doğalgaz","","","Evet","","","",""
"SAFİR'den Kampüs Karşısı Geniş Bahçeli Kiralık Daire","18.000 TL","109159-294","14-10-2024","Daire","1 + 1","55 m2","Bahçe Katı","4 Yaşında","Kombi","3 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"BAŞOĞLU'NDAN KİRALIK EŞYALI 3+1 DAİRE","23.000 TL","129980-625","16-10-2024","Daire","3 + 1","130 m2","2. Kat","15 Yaşında","Kombi","3 Katlı","Eşyalı","2","Betonarme","İkinci El","Boş","Kat İrtifakı","1 TL","Kuzey, Güney","23.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA ATATÜRK MAHALLESİNDE EŞYALI KİRALIK 1+1 DAİRE","16.000 TL","134681-99","19-10-2024","Daire","1 + 1","63 m2","Yüksek Giriş","4 Yaşında","Klima","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","50 TL","Güney, Doğu","16.000 TL","Elektrik","1","","Evet","","","",""
"bucaPARİSA'DAN KAMPÜS KARŞIIS MÜSTAKİL BAHÇELİ KİRALIK 2+1 DAİRE","12.000 TL","143816-28","19-10-2024","Daire","2 + 1","82 m2","Giriş Katı","30 Yaşında","Soba","1 Katlı","Eşyalı Değil","","Kagir","İkinci El","Boş","Kat Mülkiyeti","1 TL","","12.000 TL","Kömür-Odun","1","","","","","",""
"Buca da Çaldıran Mahalesinde Kiralık Geniş 1+1 Daire","11.500 TL","122602-142","19-10-2024","Daire","1 + 1","108 m2","Yüksek Giriş","30 Yaşında","Klima","2 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","1 TL","Kuzey, Güney, Batı","13.000 TL","Kömür-Odun","","","Evet","","","",""
"DEÜ YAKINI SİTE İÇİ FULL EŞYALI 1+1 KIRALIK DAİRE","18.000 TL","142478-99","14-10-2024","Daire","1 + 1","60 m2","8. Kat","5 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","1.1 TL","Güney","","","","","","Uygun değil","Bella Home","",""
"EŞYALI, DOĞALGAZLI- KLİMALI-3 ODA 1 SALON 130 M2,LÜX DAİRE","27.500 TL","13470-2471","18-10-2024","Daire","3 + 1","135 m2","Ara Kat","23 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Mülk Sahibi","","50 TL","Güney, Batı","32.500 TL","Doğalgaz","","","Evet","","","",""
"Barış Mh 3+1 135 M2 Ultra Lüks Kiralık Doğalgazlı Jakuzili Daire","26.000 TL","24511-9107","15-10-2024","Daire","3 + 1","135 m2","Yüksek Giriş","25 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Kuzey, Güney, Doğu","26.000 TL","Doğalgaz","","","Evet","","","",""
"4 LİFE SİTESİ YAKININDA 1+1 FULL EŞYALI KİRALIK DAİRE","15.000 TL","85124-982","17-10-2024","Daire","1 + 1","45 m2","2. Kat","4 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Kuzey, Güney, Doğu, Batı","","Elektrik","","","Evet","","","",""
"GOLDIA YAPIDAN ARAKAT HASANAĞA YAKINI 1+1 KİRALIK DAİRE","16.000 TL","142618-128","17-10-2024","Daire","1 + 1","55 m2","3. Kat","4 Yaşında","Kombi","5 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","150 TL","Kuzey, Güney, Doğu, Batı","17.000 TL","Doğalgaz","","","Evet","","","",""
"ARGA'DAN TINAZTEPE HASTANE YAKINI D.GAZLI 1+1 EŞYALI KİRALIK DAİRE.","15.000 TL","63598-148","16-10-2024","Daire","1 + 1","50 m2","Yüksek Giriş","6 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Güney","15.000 TL","Doğalgaz","","","Evet","","","",""
"Hasanağa Meydan civarı 2+1 Kapalı Mutfaklı Asansörlü Doğalgazlı kendine ait Bahçeli Lüks Kiralık","18.000 TL","3526-3159","16-10-2024","Daire","2 + 1","100 m2","Yüksek Giriş","3 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","","Kuzey, Güney","18.000 TL","","","","Evet","","","",""
"BUCA GÜNLÜK HAFTALIK LÜKS DAİRELER","200 TL","138098-16","19-10-2024","Daire","2 + 1","60 m2","3. Kat","2 Yaşında","Klima","4 Katlı","","1","","","","","","","","","","","","","","",""
"BELLA HOME SİTESİNDE FULL EŞYALI 1+1 KİRALIK DAİRE","17.500 TL","142478-100","14-10-2024","Daire","1 + 1","55 m2","5. Kat","5 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı","1","","","Boş","","1.1 TL","Doğu","","","","","","Uygun değil","Bella Home","",""
"BUCA FIRAT MAH. 3+1 125 M2 AÇIK MUTFAK DOĞALGAZLI KİRALIK DAİRE","19.000 TL","64940-53","15-10-2024","Daire","3 + 1","130 m2","Ara Kat","15 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","50 TL","Güney","19.000 TL","Doğalgaz","","","Evet","","","",""
"ÖZPA - BUCA ALTINKAPI MAHALLESİ TENİS KULÜBÜ YANI 45 M2 DOĞALGAZLI 1. KAT KİRALIK SIFIR 1+1","17.000 TL","25220-2453","18-10-2024","Daire","1 + 1","49 m2","Ara Kat","Sıfır Bina","Kombi","2 Katlı","Eşyalı Değil","1","Betonarme","Sıfır","Boş","","","Kuzey, Güney","17.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA KURUÇEŞMEDE 2+1 YÜKSEK ZEMİM FULL EŞYALI KİRALIK DAİRE","21.500 TL","106987-741","18-10-2024","Daire","2 + 1","70 m2","Yüksek Giriş","10 Yaşında","Kombi","2 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","200 TL","Doğu","23.000 TL","Doğalgaz","","","Evet","","","",""
"ADATEPE MAH.'de ''1+1'' SIFIR LÜKS KİRALIK DAİRE","14.000 TL","104457-60","17-10-2024","Daire","1 + 1","50 m2","Yüksek Giriş","Sıfır Bina","Klima","2 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","Kuzey, Güney, Doğu, Batı","","","","","","Uygun değil","","",""
"AKTİFLER'den Şirinyer'de Otoparklı 3+1 Eşyalı Kiralık Yeni Daire","30.000 TL","21865-5172","17-10-2024","Daire","1 + 1","130 m2","2. Kat","12 Yaşında","Kombi","3 Katlı","Eşyalı","3","Betonarme","İkinci El","Belirtilmemiş","Kat Mülkiyeti","750 TL","Kuzey, Güney, Doğu, Batı","50.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Şirinyer Efeler Mh. 3+1 130M2 Doğalgazlı Ebeveyn Banyolu Kiralık Daire","25.000 TL","24511-9108","15-10-2024","Daire","3 + 1","130 m2","3. Kat","35 Yaşında","Kombi","3 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","Kat İrtifakı","50 TL","Güney, Doğu, Batı","25.000 TL","Doğalgaz","","","Evet","","","",""
"GOLDİA YAPI’DAN HASANAĞA YAKINI 1+1 EŞYALI KİRALIK DAİRE","17.000 TL","142618-167","15-10-2024","Daire","1 + 1","55 m2","Yüksek Giriş","5 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","150 TL","Kuzey, Güney, Doğu, Batı","15.500 TL","Elektrik","","","Evet","","","",""
"Kuruluş emlaktan site içi kiralık 2+1 130m2 daire","29.000 TL","145608-118","18-10-2024","Daire","2 + 1","130 m2","Ara Kat","4 Yaşında","Merkezi (Pay Ölçer)","15 Katlı","Eşyalı Değil","2","Betonarme","Sıfır","Boş","","1.250 TL","Güney, Doğu, Batı","29.500 TL","Doğalgaz","8338","1","Evet","","","",""
"ARGA'DAN BUCA HÜRRİYET MH.ARAKAT 2+1 AÇIK MUTFAK KİRALIK DAİRE.","17.000 TL","63598-143","13-10-2024","Daire","2 + 1","75 m2","Ara Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Güney","17.000 TL","Doğalgaz","","","Evet","","","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI EŞYALI KLİMALI KİRALIK DAİRE","18.000 TL","71024-1041","19-10-2024","Daire","2 + 0","65 m2","2. Kat","4 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"Bucada Kiralık Daire Üniversite, KYK Yurt ve Kampüs 5 Dk D.Gaz Full Yeni Eşyalı Öğrenci Memura","16.000 TL","21671-6328","17-10-2024","Daire","1 + 1","55 m2","Ara Kat","7 Yaşında","Kombi","3 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","100 TL","Kuzey, Güney, Doğu","20.000 TL","Doğalgaz","","","Evet","","","",""
"Belediye Yakını İki Kişinin Rahatlıkla Yaşayabileceği Büyük(1+1)","20.000 TL","139799-395","19-10-2024","Daire","1 + 1","70 m2","3. Kat","3 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Kiracılı","Kat İrtifakı","100 TL","","22.500 TL","Doğalgaz","","","Evet","","","",""
"Şirinyer İzban Yakını Emek Sitasinde  3+1 Kiralık Daire","25.000 TL","32694-775","17-10-2024","Daire","3 + 1","145 m2","1. Kat","25 Yaşında","Kombi","7 Katlı","Eşyalı Değil","1","","İkinci El","Boş","","700 TL","Güney, Batı","25.000 TL","Doğalgaz","","","Evet","","","",""
"Fırsat Bucada Şirinyer Lisesi Yakını Bakımlı 3+1 Harika Daire","25.000 TL","37033-3688","15-10-2024","Daire","3 + 1","140 m2","4. Kat","15 Yaşında","Kombi","4 Katlı","","1","Betonarme","İkinci El","Boş","","","","","Doğalgaz","","","Evet","","","",""
"Oyak Buca 2.Etap Havuz Manzaralı ve Kapalı Balkonlu 3+1 Kiralık Daire","39.000 TL","2499-11688","17-10-2024","Daire","3 + 1","147 m2","9. Kat","7 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","Kat Mülkiyeti","2.130 TL","Kuzey, Doğu","39.000 TL","Doğalgaz","","","Evet","","","",""
"KAMU PERSONELİ AİLEYE EŞYALI&EŞYASIZ KİRALIK DOĞALGAZLI DAİRE","17.500 TL","140664-77","16-10-2024","Daire","2 + 1","100 m2","4. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","","Doğu, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"ÜNİVERSİTE KARŞISI ARAKAT DOĞALGAZLI SIFIR LÜX EŞYALI  KİRALIK DAİRE","35.000 TL","0-43551010","16-10-2024","Daire","2 + 1","130 m2","Ara Kat","5 Yaşında","Kombi","5 Katlı","Eşyalı","2","Taş Bina","Sıfır","Boş","","200 TL","Kuzey, Güney, Doğu, Batı","35.000 TL","Doğalgaz","","","","","","",""
"ARGA'DAN BUCA ŞİRİNYER'DE 3+1 EŞYALI DOĞALGAZLI KİRALIK DAİRE.","22.000 TL","63598-149","17-10-2024","Daire","3 + 1","135 m2","Ara Kat","27 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","","Kat Mülkiyeti","","","22.000 TL","Doğalgaz","","","Evet","","","",""
"Şirinyer Güven Mh. 3+1 145 M2 Doğalgazlı Arakat Kiralık Daire","21.500 TL","24511-9109","17-10-2024","Daire","3 + 1","145 m2","3. Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","150 TL","Kuzey, Güney","21.500 TL","Doğalgaz","","","Evet","","","",""
"BUCA ATATÜRK MAHALLESİNDE 3+1 FULL TADİLATLI MERKEZİ KONUM ULAŞIMI 4 BALKONLU KİRALIK DAİRE","20.000 TL","150876-20","17-10-2024","Daire","3 + 1","130 m2","En Üst Kat","15 Yaşında","Kombi","2 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Güney, Doğu","20.000 TL","Doğalgaz","","","Evet","","","",""
"MARKA'DAN KAMPÜS KARŞISI 1+1 EŞYALI&D.GAZLI&KLİMALI KİRALK DAİRE","15.000 TL","71024-1042","19-10-2024","Daire","1 + 1","65 m2","1. Kat","4 Yaşında","Kombi","3 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"MARKA'DAN ARAKAT&ASANSÖRLÜ&BALKONLU 2+1 KİRALIK DAİRE","15.500 TL","71024-1043","19-10-2024","Daire","2 + 1","70 m2","3. Kat","5 Yaşında","Merkezi (Pay Ölçer)","5 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","Güney, Doğu","","","","","","Uygun değil","","",""
"GOLDİA YAPI'DAN KAMPÜS YAKINI KİRALIK 1+1 DAİRE !!!","16.000 TL","142618-218","19-10-2024","Daire","1 + 1","50 m2","3. Kat","3 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","","Boş","Kat Mülkiyeti","","Kuzey, Güney, Doğu, Batı","","Doğalgaz","","","Evet","","","",""
"BELLA HOME SİTESİ'NDE SIFIR EŞYALI BAHÇELİ 1+1 KİRALIK DAİRE","19.500 TL","142478-121","18-10-2024","Daire","1 + 1","60 m2","1. Kat","5 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","1.1 TL","Batı","","","","","","Uygun değil","Bella Home","",""
"Buca Çevik-1 Pazaryeri Çift Cepheli 2+1 Ayrı Mutfaklı 115m2 Ön ve Arka Balkonlu ESNAFOĞLU'ndan","18.000 TL","67273-3993","19-10-2024","Daire","2 + 1","120 m2","2. Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Kuzey, Güney","","Doğalgaz","","","Evet","","","",""
"--DOĞALGAZLI-ARAKAT-Buca-doğum hastanesi YAKINI - 3+1-125M2","19.000 TL","13470-169","19-10-2024","Daire","3 + 1","125 m2","Ara Kat","13 Yaşında","Isıtma Yok","4 Katlı","","1","Betonarme","Sıfır","Kiracılı","Kat İrtifakı","50 TL","Kuzey, Güney, Doğu, Batı","20.000 TL","Doğalgaz","39769","21","Evet","","","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI 1+1 EŞYALI KLİMALI KİRALIK DAİR","15.000 TL","71024-1045","19-10-2024","Daire","1 + 1","55 m2","3. Kat","4 Yaşında","Klima","3 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"FOR SALE & FOR RENTTEN 3+1 İNKİLAPTA 150M2  ŞİRİNYER METRO YAKINI SON KAT DAİRE","21.000 TL","32982-4450","19-10-2024","Daire","3 + 1","160 m2","En Üst Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","250 TL","Kuzey, Güney, Doğu, Batı","21.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Yedigöller 2+1 85 M2 D.gazlı Arakat Kiralık Daire","17.000 TL","83461-473","19-10-2024","Daire","2 + 1","85 m2","2. Kat","25 Yaşında","Klima","5 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","50 TL","Doğu, Batı","2.750 TL","Doğalgaz","","","Evet","","","",""
"BUCA KOZAĞAÇ TA 2+1 KİRALIK DAİRE","20.000 TL","124272-332","19-10-2024","Daire","2 + 1","97 m2","1. Kat","11 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","","Boş","","","","20.000 TL","Doğalgaz","","","Evet","","","",""
"MARKA'DAN 2+0 H.AĞA YAKINI KISMİ EŞYALI D.GAZLI KİRALIK DAİRE","15.000 TL","71024-1046","19-10-2024","Daire","2 + 0","70 m2","1. Kat","3 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI 1+1 EŞYALI KLİMALI KİRALK DAİRE","15.000 TL","71024-1047","19-10-2024","Daire","1 + 1","55 m2","1. Kat","4 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"FOR SALE & FOR RENTTEN 3+1 VALİ RAHMİ BEY MAH 150 M2 ARA KAT DAİRE","25.000 TL","32982-4460","19-10-2024","Daire","3 + 1","155 m2","3. Kat","25 Yaşında","Doğalgaz Sobası","4 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","Kat Mülkiyeti","150 TL","Kuzey, Güney, Doğu, Batı","25.000 TL","Doğalgaz","","","Evet","","","",""
"Kiralık Buca da Yiğitler Mah.3+1 110 m2 Doğalgazlı açık otoparkı olan merkez de bir daire","20.000 TL","122602-100","19-10-2024","Daire","3 + 1","110 m2","Yarı Bodrum","7 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","250 TL","Kuzey, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"BUCADA EŞYALI, ASANSÖRLÜ, DOĞALGAZLI,KLİMALI, DOKUZ EYLÜL ÜNİ YANI, 1+1 KİRALIK","25.000 TL","77173-1070","19-10-2024","Daire","1 + 1","50 m2","8. Kat","4 Yaşında","Kombi","8 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","100 TL","","25.000 TL","Doğalgaz","","","","","","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI EŞYALI KLİMALI KİRALIK DAİRE","15.000 TL","71024-1048","19-10-2024","Daire","1 + 1","55 m2","2. Kat","2 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"Deniz emlak dan Buca'da Yenigün mahallesinde kiralık daire","15.000 TL","120009-3","19-10-2024","Daire","3 + 1","130 m2","4. Kat","16 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Güney, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"SİTE İÇİ KİRALIK 3+1 145m2 ARAKAT DAİRE","34.000 TL","145608-91","19-10-2024","Daire","3 + 1","145 m2","12. Kat","3 Yaşında","Merkezi (Pay Ölçer)","14 Katlı","Eşyalı Değil","2","Betonarme","Sıfır","Boş","","1.250 TL","Kuzey, Doğu","30.000 TL","Doğalgaz","","","Evet","","dasif konsept gediz","",""
"GÜNEŞ'TEN ŞİRİNYER İZBAN 9DK 1+1 50M ASANSÖR KLİMA GÜNEY CEPHE","16.500 TL","130324-802","19-10-2024","Daire","1 + 1","49 m2","4. Kat","2 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Kiracılı","Kat İrtifakı","150 TL","Güney, Batı","16.500 TL","Doğalgaz","","","","","","",""
"ATATÜRK MAH'DE SİTE İÇİ ARA KAT D. GAZLI FULL EŞYALI 1+1 DAİRE","17.000 TL","142478-123","18-10-2024","Daire","1 + 1","55 m2","5. Kat","5 Yaşında","Merkezi (Pay Ölçer)","9 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","1.1 TL","Doğu","","","","","","Uygun değil","Bella Home","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI 1+1 KLİMALI KİRALIK DAİRE","13.000 TL","71024-1049","19-10-2024","Daire","1 + 1","50 m2","Yüksek Giriş","4 Yaşında","Klima","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"Buca Göksu Mah İnkılap İzban Dibi 3+1 120 M2 D.gazlı","14.000 TL","83461-581","19-10-2024","Daire","3 + 1","120 m2","Giriş Katı","21 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","","","Boş","","50 TL","Doğu, Batı","","","","","","Uygun değil","","",""
"MARKA'DAN ANACADDE&KAMPÜS YAKINI 1+1 EŞYALI ARAKAT KİRALIK DAİRE","12.500 TL","71024-1051","19-10-2024","Daire","1 + 1","55 m2","2. Kat","21 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"MARKA'DAN H.AĞA BAHÇESİ YAKINI 1+0 EŞYALI KİRALIK DAİRE","11.000 TL","71024-1052","19-10-2024","Daire","1 + 0","45 m2","Yüksek Giriş","2 Yaşında","Isıtma Yok","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","500 TL","Güney","","","","","","Uygun değil","","",""
"GENİŞ, 2 ODA 1 SALON BAHÇELİ YÜKSEK ZEMİN","15.000 TL","13470-2483","19-10-2024","Daire","2 + 1","109 m2","Yüksek Giriş","29 Yaşında","Isıtma Yok","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","50 TL","Doğu, Batı","15.000 TL","Elektrik","662","617","Evet","","","",""
